ID, UPDATE, DatetimeUTC, TimestampUTC, N_N71, BaB_A91, BaG_A91, BaR_A91, BsB0_S11, BsG0_S11, BsR0_S11, BbsB0_S11, BbsG0_S11, BbsR0_S11, BaB0_A11, BaB0_A12, BaG0_A11, BaG0_A12, BaR0_A11, BaR0_A12, BsB1_S11, BsG1_S11, BsR1_S11, BbsB1_S11, BbsG1_S11, BbsR1_S11, BaB1_A11, BaB1_A12, BaB1_A91, BaG1_A11, BaG1_A12, BaG1_A91, BaR1_A11, BaR1_A12, BaR1_A91, T0_S11, U0_S11, P0_S11, T1_S11, U1_S11, P1_S11, Ng_N71, BaBg_A91, BaGg_A91, BaRg_A91, BsB0g_S11, BsG0g_S11, BsR0g_S11, BbsB0g_S11, BbsG0g_S11, BbsR0g_S11, BaB0g_A11, BaB0g_A12, BaG0g_A11, BaG0g_A12, BaR0g_A11, BaR0g_A12, BsB1g_S11, BsG1g_S11, BsR1g_S11, BbsB1g_S11, BbsG1g_S11, BbsR1g_S11, BaB1g_A11, BaB1g_A12, BaB1g_A91, BaG1g_A11, BaG1g_A12, BaG1g_A91, datacol, BaR1g_A11, BaR1g_A12, BaR1g_A91, T0g_S11, U0g_S11, P0g_S11, T1g_S11, U1g_S11, P1g_S11, NN_N71, BaBN_A91, BaGN_A91, BaRN_A91, BsB0N_S11, BsG0N_S11, BsR0N_S11, BbsB0N_S11, BbsG0N_S11, BbsR0N_S11, BaB0N_A11, BaB0N_A12, BaG0N_A11, BaG0N_A12, BaR0N_A11, BaR0N_A12, BsB1N_S11, BsG1N_S11, BsR1N_S11, BbsB1N_S11, BbsG1N_S11, BbsR1N_S11, BaB1N_A11, BaB1N_A12, BaB1N_A91, BaG1N_A11, BaG1N_A12, BaG1N_A91, BaR1N_A11, BaR1N_A12, BaR1N_A91, T0N_S11, U0N_S11, P0N_S11, T1N_S11, U1N_S11, P1N_S11, Ba1_A81, Ba2_A81, Ba3_A81, Ba4_A81, Ba5_A81, Ba6_A81, Ba7_A81, X1_A81, X2_A81, X3_A81, X4_A81, X5_A81, X6_A81, X7_A81
88355, 0, 2019-01-30T18:00:00.000Z, 20190130100000, 538.9, 0.36, 0.31, 0.23, 1.76, 1.62, 0.87, 0.1, 0.32, 0.12, 0.62, 0.41, 0.47, 0.36, 0.41, 0.27, 1.17, 1.02, 0.44, 0.05, 0.31, 0.01, 0.22, 0.39, , 0.18, 0.33, , 0.09, 0.25, , 32, 0.1, 721.1, 35.1, 0, 716, 51.4, 0.14, 0.13, 0.1, 0.75, 0.57, 0.45, 0.47, 0.23, 0.29, 0.08, 0.12, 0.08, 0.21, 0.06, 0.24, 0.58, 0.28, 0.27, 0.29, 0.25, 0.29, 0.24, 0.13, , 0.27, 0.17, , , 0.06, 0.18, , 1.3, 0.2, 1.5, 0.6, 0, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 0.62, 0.47, 0.43, 0.4, 0.3, 0.15, 0.12, 0.019, 0.019, 0.018, 0.019, 0.015, 0.009, 0.011
88356, 0, 2019-01-30T19:00:00.000Z, 20190130110000, 477.6, 0.33, 0.29, 0.22, 1.93, 1.54, 1.33, 0.53, 0.23, 0.2, 0.46, 0.42, 0.44, 0.35, 0.3, 0.26, 1.45, 0.92, 0.67, 0.21, 0.37, 0.19, , 0.44, , , 0.42, , , 0.35, , 36.7, 0, 721.3, 37.6, 0, 715.5, 15.4, 0.17, 0.15, 0.11, 0.67, 0.38, 0.45, 0.38, 0.2, 0.26, 0.2, 0.15, 0.2, 0.14, 0.12, 0.16, 0.5, 0.37, 0.59, 0.46, 0.23, 0.3, , 0.3, , , 0.33, , , , 0.37, , 0.5, 0, 1.5, 0.5, 0, 1, 60, 52, 52, 52, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 8, 8, 8, 8, 8, 8, , 7, , , 7, , , 7, , 29, 29, 29, 15, 15, 15, 0.68, 0.57, 0.47, 0.32, 0.47, 0.19, 0.16, 0.018, 0.02, 0.019, 0.021, 0.024, 0.014, 0.015
88357, 0, 2019-01-30T20:00:00.000Z, 20190130120000, 481.2, 0.33, 0.29, 0.22, 1.8, 1.21, 1.14, 0.41, 0.23, 0.28, 0.59, 0.41, 0.57, 0.36, 0.46, 0.27, 1.44, 1.31, 1.08, 0.07, 0.35, 0.29, , , , , , , , , , 38, 0, 720.5, 38.2, 0, 716, 5.4, 0.2, 0.14, 0.15, 0.65, 0.5, 0.54, 0.27, 0.16, 0.24, 0.29, 0.26, 0.15, 0.15, 0.13, 0.22, , , , , , , , , , , , , , , , , 0.2, 0, 1, , , , 32, 31, 31, 31, 14, 14, 14, 14, 14, 14, 3, 14, 3, 14, 3, 14, 1, 1, 1, 1, 1, 1, , , , , , , , , , 29, 29, 29, 1, 1, 1, 0.7, 0.65, 0.6, 0.14, 0.62, 0.31, 0.2, 0.016, 0.018, 0.02, 0.007, 0.026, 0.017, 0.012
88358, 0, 2019-01-30T21:00:00.000Z, 20190130130000, 480.6, 0.19, 0.16, 0.08, 2, 1.62, 1.2, 0.61, 0.29, 0.13, 0.4, 0.23, 0.4, 0.15, 0.15, 0.06, 1.86, 1.18, 0.75, 0.52, 0.15, 0.09, 0.33, 0.31, , 0.2, 0.28, , 0.15, 0.21, , 39.1, 0, 721.1, 38.8, 0, 715.8, 4.9, 0.65, 0.53, 0.6, 0.91, 0.89, 0.88, 0.4, 0.35, 0.47, , 0.51, , 0.58, , 0.58, 0.52, 0.34, 0.35, 0.3, 0.28, 0.28, 0.29, 0.21, , 0.19, 0.15, , , 0.24, 0.14, , 0.3, 0.2, 0.9, 0.2, 0, 0.6, 49, 45, 45, 45, 13, 13, 13, 13, 13, 13, 1, 13, 1, 13, 1, 13, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 19, 19, 19, 29, 29, 29, 0.74, 0.7, 0.68, 0.36, 0.56, 0.4, 0.34, 0.021, 0.022, 0.022, 0.026, 0.024, 0.021, 0.026
88359, 0, 2019-01-30T22:00:00.000Z, 20190130140000, 478.1, 0.24, 0.21, 0.15, 1.97, 1.43, 1.16, 0.32, 0.13, 0.34, 0.31, 0.29, 0.26, 0.26, 0.2, 0.19, 1.6, 0.84, 0.69, 0.26, 0.11, 0.21, 0.18, 0.26, , 0.15, 0.22, , 0.17, 0.18, , 38.6, 0, 721.2, 38.6, 0, 715.8, 3.2, 0.2, 0.18, 0.15, 0.51, 0.42, 0.5, 0.42, 0.19, 0.3, 0.18, 0.17, 0.36, 0.17, 0.28, 0.14, 0.51, 0.36, 0.34, 0.31, 0.15, 0.27, 0.01, 0.15, , 0.06, 0.19, , , 0.13, 0.16, , 0.2, 0, 1.6, 0.1, 0, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 0.72, 0.65, 0.6, 0.56, 0.48, 0.36, 0.27, 0.02, 0.022, 0.022, 0.021, 0.023, 0.024, 0.023
88360, 0, 2019-01-30T23:00:00.000Z, 20190130150000, 469.5, 0.22, 0.2, 0.14, 1.55, 1.1, 0.92, 0.42, 0.23, 0.16, 0.21, 0.25, 0.14, 0.22, 0.06, 0.15, 1.41, 0.86, 0.65, 0.43, 0.29, 0.26, 0.06, 0.25, , 0.05, 0.21, , 0.05, 0.17, , 38.7, 0, 721, 38.7, 0, 715.6, 3.4, 0.16, 0.15, 0.15, 0.53, 0.44, 0.46, 0.49, 0.2, 0.38, 0.12, 0.15, 0.09, 0.16, 0.08, 0.19, 0.47, 0.3, 0.32, 0.41, 0.2, 0.28, 0.2, 0.14, , 0.21, 0.18, , , 0.16, 0.22, , 0.2, 0, 1.4, 0.1, 0, 0.6, 60, 55, 55, 55, 27, 27, 27, 27, 27, 27, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 30, 30, 30, 30, 30, 30, 0.78, 0.66, 0.6, 0.75, 0.53, 0.49, 0.48, 0.017, 0.02, 0.02, 0.022, 0.021, 0.023, 0.023
88361, 0, 2019-01-31T00:00:00.000Z, 20190130160000, 463.9, 0.23, 0.2, 0.15, 1.89, 1.43, 1.13, 0.27, 0.12, 0.2, 0.28, 0.29, 0.25, 0.25, 0.2, 0.19, 1.39, 1.02, 0.71, 0.19, -0.01, 0.21, 0.25, 0.26, , 0.2, 0.22, , 0.22, 0.17, , 38.7, 0, 720.8, 38.7, 0, 715.4, 3.3, 0.18, 0.14, 0.12, 0.56, 0.43, 0.44, 0.62, 0.27, 0.37, 0.01, 0.14, 0.2, 0.13, 0.15, 0.16, 0.51, 0.35, 0.44, 0.41, 0.21, 0.31, 0.06, 0.18, , 0.09, 0.15, , , 0.17, 0.2, , 0.2, 0, 1.4, 0.2, 0, 0.6, 60, 55, 55, 55, 27, 27, 27, 27, 27, 27, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 30, 30, 30, 30, 30, 30, 0.73, 0.66, 0.61, 0.73, 0.46, 0.43, 0.41, 0.019, 0.022, 0.024, 0.022, 0.023, 0.033, 0.03
88362, 0, 2019-01-31T01:00:00.000Z, 20190130170000, 459, 0.22, 0.19, 0.14, 1.87, 1.29, 0.77, 0.41, 0.07, 0.02, 0.48, 0.3, 0.4, 0.26, 0.37, 0.18, 1.44, 0.93, 0.45, 0.37, -0.03, 0.15, 0.38, 0.25, , 0.34, 0.21, , 0.25, 0.17, , 38.6, 0, 720.6, 38.6, 0, 715.3, 3.8, 0.15, 0.16, 0.12, 0.49, 0.39, 0.27, 0.42, 0.25, 0.28, 0.16, 0.14, 0.19, 0.2, 0.15, 0.2, 0.74, 0.3, 0.36, 0.43, 0.24, 0.28, 0.14, 0.18, , 0.33, 0.21, , , 0.21, 0.18, , 0.1, 0, 1.5, 0.1, 0, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 0.81, 0.65, 0.59, 0.54, 0.54, 0.43, 0.4, 0.02, 0.022, 0.021, 0.02, 0.021, 0.022, 0.022
88363, 0, 2019-01-31T02:00:00.000Z, 20190130180000, 453.4, 0.19, 0.16, 0.12, 1.41, 1.1, 0.55, 0.07, 0.15, 0.1, 0.22, 0.24, 0.22, 0.21, 0.16, 0.16, 0.98, 0.68, 0.35, -0.04, 0.17, 0.04, 0.11, 0.2, , 0.1, 0.18, , -0.01, 0.13, , 38.5, 0, 720.4, 38.5, 0, 714.9, 2.6, 0.19, 0.15, 0.15, 0.73, 0.42, 0.48, 0.39, 0.2, 0.27, 0.13, 0.19, 0.09, 0.15, 0.2, 0.2, 0.66, 0.29, 0.38, 0.37, 0.21, 0.23, 0.17, 0.14, , 0.19, 0.17, , , 0.18, 0.17, , 0.1, 0, 1.5, 0.1, 0, 0.6, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 0.47, 0.38, 0.33, 0.31, 0.21, 0.18, 0.26, 0.013, 0.014, 0.015, 0.016, 0.015, 0.014, 0.015
88364, 0, 2019-01-31T03:00:00.000Z, 20190130190000, 450, 0.17, 0.16, 0.11, 1.2, 0.77, 0.64, 0.48, 0.19, 0.12, 0.14, 0.22, 0.11, 0.2, 0.14, 0.15, 1.19, 0.64, 0.5, 0.35, 0.15, 0.12, 0.33, 0.21, , 0.35, 0.18, , 0.3, 0.14, , 38.5, 0, 720.1, 38.4, 0, 714.9, 3.3, 0.14, 0.14, 0.11, 0.42, 0.35, 0.42, 0.38, 0.25, 0.24, 0.26, 0.15, 0.25, 0.14, 0.16, 0.15, 0.66, 0.32, 0.37, 0.41, 0.25, 0.23, 0.3, 0.17, , 0.42, 0.19, , , 0.37, 0.2, , 0.1, 0, 1.5, 0.1, 0, 0.6, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 27, , 3, 27, , 3, 27, , 29, 29, 29, 29, 29, 29, 0.61, 0.53, 0.49, 0.42, 0.37, 0.31, 0.28, 0.013, 0.013, 0.013, 0.02, 0.012, 0.017, 0.015
88365, 0, 2019-01-31T04:00:00.000Z, 20190130200000, 447.4, 0.17, 0.15, 0.11, 1.74, 1.1, 0.66, 0.3, 0.22, -0.02, 0.23, 0.21, 0.23, 0.2, 0.19, 0.15, 1.44, 0.83, 0.32, 0.46, 0.18, -0.23, 0.23, 0.18, , 0.21, 0.14, , 0.21, 0.12, , 38.3, 0, 720.1, 38.3, 0, 714.9, 3, 0.23, 0.17, 0.17, 0.52, 0.3, 0.4, 0.48, 0.18, 0.27, 0.44, 0.23, 0.35, 0.29, 0.36, 0.21, 0.55, 0.24, 0.34, 0.36, 0.12, 0.29, 0.39, 0.2, , 0.45, 0.22, , , 0.45, 0.28, , 0.1, 0, 1.5, 0.1, 0, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 0.47, 0.46, 0.43, 0.4, 0.28, 0.24, 0.23, 0.014, 0.015, 0.015, 0.022, 0.019, 0.022, 0.018
88366, 0, 2019-01-31T05:00:00.000Z, 20190130210000, 450.4, 0.16, 0.14, 0.1, 0.95, 0.68, 0.61, 0, 0.09, 0.04, 0.18, 0.21, 0.13, 0.19, 0.11, 0.13, 0.96, 0.4, 0.5, -0.07, 0, -0.16, 0.2, 0.22, , 0.19, 0.2, , 0.09, 0.17, , 38.2, 0, 720.3, 38.2, 0, 715.2, 2.9, 0.18, 0.17, 0.16, 0.58, 0.4, 0.51, 0.5, 0.15, 0.28, 0.19, 0.22, 0.19, 0.17, 0.15, 0.2, 0.51, 0.3, 0.38, 0.51, 0.2, 0.25, 0.06, 0.12, , 0.09, 0.13, , , 0.21, 0.18, , 0.1, 0, 1.5, 0.1, 0, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 0.7, 0.55, 0.54, 0.3, 0.45, 0.41, 0.4, 0.016, 0.018, 0.019, 0.016, 0.016, 0.019, 0.022
88367, 0, 2019-01-31T06:00:00.000Z, 20190130220000, 454.4, 0.19, 0.17, 0.12, 1.61, 1.39, 1.05, 0.57, 0.21, 0.18, 0.4, 0.26, 0.32, 0.23, 0.26, 0.18, 1.19, 0.99, 0.52, 0.4, 0.14, 0.17, 0.23, 0.23, , 0.17, 0.2, , 0.12, 0.16, , 38.2, 0, 720.6, 38.1, 0, 715.4, 3.4, 0.16, 0.13, 0.11, 0.52, 0.42, 0.46, 0.38, 0.22, 0.27, 0.09, 0.14, 0.12, 0.16, 0.11, 0.15, 0.57, 0.31, 0.4, 0.31, 0.18, 0.26, 0.36, 0.19, , 0.29, 0.16, , , 0.31, 0.22, , 0.1, 0, 1.5, 0.1, 0, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 1.13, 1.04, 0.94, 0.68, 0.9, 0.92, 0.86, 0.028, 0.034, 0.035, 0.036, 0.039, 0.056, 0.057
88368, 0, 2019-01-31T07:00:00.000Z, 20190130230000, 398.5, 0.18, 0.15, 0.12, 1.62, 1.1, 0.89, 0.25, 0.19, 0.12, 0.65, 0.28, 0.61, 0.23, 0.53, 0.18, 1.37, 0.85, 0.49, -0.09, 0.17, 0.17, 0.09, 0.22, , 0.04, 0.21, , 0.03, 0.18, , 37.7, 0, 720.8, 36.9, 0.2, 715.4, 114.6, 0.13, 0.12, 0.1, 0.49, 0.33, 0.37, 0.44, 0.19, 0.3, 0.31, 0.22, 0.42, 0.16, 0.33, 0.23, 0.73, 0.47, 0.36, 0.39, 0.22, 0.36, 0.17, 0.48, , 0.2, 0.53, , , 0.24, 0.55, , 0.2, 0, 1.5, 0.3, 0.3, 0.7, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 2.47, 2.36, 2.33, 1.91, 2, 2.26, 2.23, 0.058, 0.071, 0.078, 0.074, 0.087, 0.133, 0.14
88369, 0, 2019-01-31T08:00:00.000Z, 20190131000000, 457.9, 0.25, 0.21, 0.16, 2.51, 1.77, 1.42, 0.53, 0.53, 0.33, 0.8, 0.32, 0.77, 0.29, 0.74, 0.23, 3.28, 2, 1.37, 0.53, 0.42, 0.35, 0.6, 0.42, , 0.6, 0.38, , 0.53, 0.3, , 36.2, 0.5, 721.5, 36.1, 2.2, 716.6, 33, 0.15, 0.13, 0.11, 0.43, 0.44, 0.49, 0.41, 0.21, 0.24, 0.1, 0.24, 0.15, 0.22, 0.2, 0.25, 0.68, 0.32, 0.35, 0.28, 0.22, 0.25, 0.29, 0.29, , 0.19, 0.28, , , 0.19, 0.27, , 0.1, 0.4, 1.6, 0.1, 0.4, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 1.86, 1.86, 1.91, 1.61, 1.38, 1.76, 1.59, 0.053, 0.063, 0.068, 0.066, 0.076, 0.108, 0.094
88370, 0, 2019-01-31T09:00:00.000Z, 20190131010000, 530.2, 0.51, 0.44, 0.33, 5.18, 4.03, 3.44, 0.64, 0.59, 0.65, 1.05, 0.72, 1, 0.65, 0.86, 0.52, 6.38, 4.28, 2.7, 0.79, 0.71, 0.44, 0.87, 0.79, , 0.81, 0.69, , 0.67, 0.53, , 36, 4.3, 722, 36.4, 7.1, 716.9, 54, 0.16, 0.14, 0.1, 1.14, 0.75, 0.53, 0.34, 0.23, 0.26, 0.34, 0.32, 0.19, 0.29, 0.22, 0.27, 1.76, 1.07, 0.48, 0.35, 0.3, 0.17, 0.18, 0.21, , 0.33, 0.17, , , 0.23, 0.18, , 0.1, 1.4, 1.5, 0.1, 0.7, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 3.6, 3.19, 3.25, 3.19, 2.71, 2.64, 2.55, 0.083, 0.094, 0.102, 0.111, 0.11, 0.147, 0.165
88371, 0, 2019-01-31T10:00:00.000Z, 20190131020000, 975.5, 1.48, 1.24, 0.89, 19, 13.38, 8.39, 2.21, 1.64, 1.47, 1.82, 1.69, 1.6, 1.47, 1.31, 1.12, 26.27, 17.73, 9.67, 2.75, 2.1, 1.7, 2.95, 2.33, , 2.64, 2.03, , 2.16, 1.54, , 36.7, 9.3, 722.2, 37, 10.3, 716.8, 181.6, 0.45, 0.38, 0.26, 2.38, 1.75, 1.29, 0.6, 0.33, 0.35, 0.04, 0.22, 0.04, 0.16, 0.1, 0.21, 7.61, 5.39, 2.62, 0.6, 0.64, 0.47, 0.1, 0.54, , 0.04, 0.46, , , 0.16, 0.37, , 0.2, 0.3, 1.5, 0.1, 0.5, 0.6, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 6.18, 5.11, 4.59, 4.16, 3.72, 2.76, 2.51, 0.144, 0.152, 0.152, 0.15, 0.157, 0.157, 0.153
88372, 0, 2019-01-31T11:00:00.000Z, 20190131030000, 1262, 2.02, 1.68, 1.2, 40.63, 28.93, 17.16, 4, 3.42, 2.79, 3.42, 3.07, 3.01, 2.68, 2.41, 2.06, 30.89, 21.08, 11.19, 2.98, 2.49, 1.87, 2.83, 2.47, , 2.42, 2.14, , 1.98, 1.64, , 37.4, 11.1, 722, 37.6, 10.8, 716.5, 144.2, 0.36, 0.26, 0.21, 2.55, 2.03, 1.09, 0.52, 0.33, 0.3, 0.07, 0.22, 0.12, 0.21, 0.19, 0.19, 3.02, 2.22, 1.13, 0.48, 0.32, 0.33, 0.17, 0.43, , 0.12, 0.34, , , 0.14, 0.34, , 0.2, 0.2, 1.5, 0.1, 0.8, 0.6, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 7.78, 6.31, 5.54, 4.98, 4.44, 3.04, 2.67, 0.191, 0.197, 0.191, 0.196, 0.196, 0.182, 0.169
88373, 0, 2019-01-31T12:00:00.000Z, 20190131040000, 1280.1, 1.88, 1.57, 1.12, 34.25, 24.44, 14.9, 3.24, 2.88, 2.45, 3.23, 2.84, 2.8, 2.46, 2.29, 1.88, 25.28, 17.05, 9.17, 2.4, 2.06, 1.67, 2.07, 2.2, , 1.82, 1.9, , 1.41, 1.44, , 37.8, 10.9, 721.5, 37.9, 10.8, 715.9, 132.8, 0.23, 0.18, 0.14, 1.08, 0.72, 0.53, 0.35, 0.19, 0.32, 0.06, 0.16, 0.09, 0.15, 0.13, 0.14, 1.86, 1.54, 0.75, 0.48, 0.24, 0.22, 0.52, 0.18, , 0.3, 0.2, , , 0.29, 0.16, , 0.2, 0.3, 1.4, 0.1, 0.2, 0.6, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 6.86, 5.54, 4.8, 4.32, 3.83, 2.64, 2.35, 0.18, 0.186, 0.178, 0.186, 0.179, 0.167, 0.158
88374, 0, 2019-01-31T13:00:00.000Z, 20190131050000, 1851.8, 1.19, 1.01, 0.73, 23.37, 16.72, 10.24, 2.53, 1.8, 1.71, 2.08, 1.91, 1.75, 1.65, 1.42, 1.26, 16.45, 11, 5.78, 1.69, 1.19, 1.15, 1.56, 1.47, , 1.36, 1.28, , 1.13, 0.96, , 38, 10.8, 720.7, 38.2, 10.6, 715.2, 360.4, 0.18, 0.18, 0.11, 2.05, 1.54, 0.98, 0.4, 0.28, 0.29, 0.23, 0.28, 0.24, 0.21, 0.19, 0.24, 0.85, 0.5, 0.37, 0.36, 0.26, 0.26, 0.14, 0.15, , 0.05, 0.15, , , 0.11, 0.15, , 0.2, 0.2, 1.4, 0.1, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 4.54, 3.65, 3.15, 2.81, 2.51, 1.61, 1.4, 0.116, 0.118, 0.113, 0.114, 0.115, 0.101, 0.096
88375, 0, 2019-01-31T14:00:00.000Z, 20190131060000, 2799.9, 1.1, 0.94, 0.68, 18.1, 13.13, 7.88, 1.64, 1.62, 1.31, 1.69, 1.49, 1.5, 1.29, 1.21, 0.98, 15.57, 10.53, 5.94, 1.5, 1.26, 1.05, 1.71, 1.63, , 1.54, 1.4, , 1.23, 1.06, , 38.5, 10.5, 720.4, 38.8, 9.9, 714.9, 210.5, 0.19, 0.17, 0.13, 1.06, 0.6, 0.53, 0.29, 0.24, 0.24, 0.17, 0.19, 0.09, 0.13, 0.05, 0.19, 1.05, 0.84, 0.56, 0.38, 0.22, 0.34, 0.26, 0.22, , 0.2, 0.19, , , 0.18, 0.22, , 0.2, 0.3, 1.5, 0.1, 0.2, 0.6, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 4.31, 3.46, 2.98, 2.48, 2.43, 1.48, 1.27, 0.101, 0.104, 0.1, 0.1, 0.101, 0.08, 0.075
88376, 0, 2019-01-31T15:00:00.000Z, 20190131070000, 4138.5, 2.02, 1.67, 1.15, 22.74, 15.97, 9.45, 2.45, 2.17, 1.45, 3.13, 2.55, 2.63, 2.15, 2.05, 1.58, 21.61, 14.51, 8.19, 2.3, 1.92, 1.43, 3.15, 2.76, , 2.64, 2.31, , 2, 1.67, , 38.9, 9.6, 720.1, 38.8, 9.8, 714.6, 415.6, 0.22, 0.19, 0.15, 1.26, 0.56, 0.42, 0.39, 0.25, 0.33, 0, 0.15, 0.02, 0.16, 0.18, 0.17, 1.38, 0.81, 0.47, 0.41, 0.22, 0.25, 0.09, 0.25, , 0.11, 0.23, , , 0.13, 0.15, , 0.2, 0.2, 1.5, 0.1, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 8.11, 6.16, 5.21, 4.4, 4.11, 2.74, 2.38, 0.197, 0.19, 0.178, 0.179, 0.179, 0.16, 0.152
88377, 0, 2019-01-31T16:00:00.000Z, 20190131080000, 5538.9, 1.84, 1.54, 1.1, 27.63, 19.23, 11.62, 3.35, 2.12, 1.88, 3.01, 2.66, 2.53, 2.27, 2.07, 1.73, 27.67, 18.05, 9.88, 3.15, 2.12, 1.7, 2.57, 2.5, , 2.25, 2.16, , 1.85, 1.64, , 38.6, 10.3, 719.8, 38.8, 10.5, 714.9, 1080.4, 0.21, 0.18, 0.12, 1.92, 1.2, 0.64, 0.36, 0.27, 0.31, 0.09, 0.15, 0.05, 0.12, 0.07, 0.11, 1.17, 0.85, 0.56, 0.46, 0.26, 0.41, 0.35, 0.19, , 0.14, 0.16, , , 0.19, 0.18, , 0.1, 0.2, 1.5, 0.1, 0.1, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 7.83, 6.22, 5.43, 4.7, 4.39, 3.22, 2.85, 0.193, 0.194, 0.188, 0.188, 0.188, 0.185, 0.175
